value,percentage
51.2,4.8847205939820246e-05
51.3,7.327080890973036e-05
51.4,7.327080890973036e-05
51.5,4.8847205939820246e-05
51.6,8.548261039468542e-05
51.7,0.00010990621336459555
51.8,2.4423602969910123e-05
51.9,0.00010990621336459555
52.0,0.0001221180148495506
52.1,8.548261039468542e-05
52.2,0.00010990621336459555
52.3,0.0001221180148495506
52.4,9.769441187964049e-05
52.5,8.548261039468542e-05
52.6,7.327080890973036e-05
52.7,4.8847205939820246e-05
52.8,0.00013432981633450567
52.9,4.8847205939820246e-05
53.0,0.00010990621336459555
53.1,0.00010990621336459555
53.2,7.327080890973036e-05
53.3,7.327080890973036e-05
53.4,9.769441187964049e-05
53.5,7.327080890973036e-05
53.6,7.327080890973036e-05
53.7,0.0001221180148495506
53.8,8.548261039468542e-05
53.9,0.0001221180148495506
54.0,4.8847205939820246e-05
54.1,0.0001831770222743259
54.2,0.00010990621336459555
54.3,0.0001587534193044158
54.4,8.548261039468542e-05
54.5,6.10590074247753e-05
54.6,8.548261039468542e-05
54.7,0.00020760062524423603
54.8,0.00014654161781946072
54.9,8.548261039468542e-05
55.0,0.00010990621336459555
55.1,0.0001587534193044158
55.2,8.548261039468542e-05
55.3,0.00010990621336459555
55.4,0.0001221180148495506
55.5,0.00014654161781946072
55.6,4.8847205939820246e-05
55.7,0.00014654161781946072
55.8,9.769441187964049e-05
55.9,0.00020760062524423603
56.0,0.00013432981633450567
56.1,0.00013432981633450567
56.2,0.0001831770222743259
56.3,0.00013432981633450567
56.4,0.0001831770222743259
56.5,0.00010990621336459555
56.6,0.00010990621336459555
56.7,9.769441187964049e-05
56.8,0.00010990621336459555
56.9,0.0001831770222743259
57.0,0.00017096522078937084
57.1,9.769441187964049e-05
57.2,0.00020760062524423603
57.3,0.0002198124267291911
57.4,0.00014654161781946072
57.5,0.00013432981633450567
57.6,0.00017096522078937084
57.7,0.0001221180148495506
57.8,0.0001221180148495506
57.9,9.769441187964049e-05
58.0,0.0001221180148495506
58.1,0.00014654161781946072
58.2,0.00017096522078937084
58.3,0.0001587534193044158
58.4,8.548261039468542e-05
58.5,0.0001587534193044158
58.6,0.0002198124267291911
58.7,0.00014654161781946072
58.8,0.00013432981633450567
58.9,0.00013432981633450567
59.0,0.00020760062524423603
59.1,0.0001587534193044158
59.2,0.00014654161781946072
59.3,0.00014654161781946072
59.4,0.00010990621336459555
59.5,0.00013432981633450567
59.6,0.00013432981633450567
59.7,0.00026865963266901134
59.8,0.00013432981633450567
59.9,0.00023202422821414615
60.0,0.00010990621336459555
60.1,0.00013432981633450567
60.2,0.0002564478311840563
60.3,0.00014654161781946072
60.4,0.00020760062524423603
60.5,7.327080890973036e-05
60.6,0.0001831770222743259
60.7,0.00013432981633450567
60.8,8.548261039468542e-05
60.9,9.769441187964049e-05
61.0,0.0001587534193044158
61.1,0.00010990621336459555
61.2,0.00013432981633450567
61.3,0.0001831770222743259
61.4,0.0001587534193044158
61.5,0.0001221180148495506
61.6,0.00020760062524423603
61.7,0.0001831770222743259
61.8,0.00013432981633450567
61.9,0.00010990621336459555
62.0,0.0001221180148495506
62.1,8.548261039468542e-05
62.2,0.00013432981633450567
62.3,0.00010990621336459555
62.4,9.769441187964049e-05
62.5,0.0001221180148495506
62.6,7.327080890973036e-05
62.7,7.327080890973036e-05
62.8,0.0001831770222743259
62.9,8.548261039468542e-05
63.0,8.548261039468542e-05
63.1,7.327080890973036e-05
63.2,0.00020760062524423603
63.3,0.00013432981633450567
63.4,0.00013432981633450567
63.5,0.0001831770222743259
63.6,0.00019538882375928098
63.7,0.0001221180148495506
63.8,0.0001831770222743259
63.9,9.769441187964049e-05
64.0,9.769441187964049e-05
64.1,0.00013432981633450567
64.2,7.327080890973036e-05
64.3,0.0001587534193044158
64.4,9.769441187964049e-05
64.5,0.0001587534193044158
64.6,0.0001831770222743259
64.7,8.548261039468542e-05
64.8,0.00010990621336459555
64.9,0.00013432981633450567
65.0,0.0001221180148495506
65.1,0.00010990621336459555
65.2,0.00014654161781946072
65.3,8.548261039468542e-05
65.4,7.327080890973036e-05
65.5,9.769441187964049e-05
65.6,0.00017096522078937084
65.7,7.327080890973036e-05
65.8,9.769441187964049e-05
65.9,0.00017096522078937084
66.0,0.0001587534193044158
66.1,0.0002198124267291911
66.2,7.327080890973036e-05
66.3,0.0001221180148495506
66.4,0.00010990621336459555
66.5,8.548261039468542e-05
66.6,9.769441187964049e-05
66.7,0.00010990621336459555
66.8,6.10590074247753e-05
66.9,8.548261039468542e-05
67.0,6.10590074247753e-05
67.1,8.548261039468542e-05
67.2,6.10590074247753e-05
67.3,9.769441187964049e-05
67.4,7.327080890973036e-05
67.5,7.327080890973036e-05
67.6,4.8847205939820246e-05
67.7,4.8847205939820246e-05
67.8,7.327080890973036e-05
67.9,7.327080890973036e-05
68.0,6.10590074247753e-05
68.1,6.10590074247753e-05
68.2,4.8847205939820246e-05
68.3,6.10590074247753e-05
68.4,2.4423602969910123e-05
68.5,7.327080890973036e-05
68.6,8.548261039468542e-05
68.7,0.00013432981633450567
68.8,6.10590074247753e-05
68.9,8.548261039468542e-05
69.0,8.548261039468542e-05
69.1,7.327080890973036e-05
69.2,4.8847205939820246e-05
69.3,7.327080890973036e-05
69.4,8.548261039468542e-05
69.5,7.327080890973036e-05
69.6,0.0001221180148495506
69.7,6.10590074247753e-05
69.8,7.327080890973036e-05
69.9,8.548261039468542e-05
70.0,2.4423602969910123e-05
70.1,4.8847205939820246e-05
70.2,8.548261039468542e-05
70.3,4.8847205939820246e-05
70.4,0.00010990621336459555
70.5,3.663540445486518e-05
70.6,0.00010990621336459555
70.7,3.663540445486518e-05
70.8,4.8847205939820246e-05
70.9,8.548261039468542e-05
71.0,6.10590074247753e-05
71.1,9.769441187964049e-05
71.2,8.548261039468542e-05
71.3,3.663540445486518e-05
71.4,3.663540445486518e-05
71.5,7.327080890973036e-05
71.6,8.548261039468542e-05
71.7,8.548261039468542e-05
71.8,1.2211801484955061e-05
71.9,4.8847205939820246e-05
72.0,3.663540445486518e-05
72.1,2.4423602969910123e-05
72.2,3.663540445486518e-05
72.3,4.8847205939820246e-05
72.5,1.2211801484955061e-05
72.6,6.10590074247753e-05
72.7,6.10590074247753e-05
72.8,7.327080890973036e-05
72.9,7.327080890973036e-05
73.0,3.663540445486518e-05
73.1,6.10590074247753e-05
73.3,8.548261039468542e-05
73.4,3.663540445486518e-05
73.5,8.548261039468542e-05
73.6,3.663540445486518e-05
73.7,3.663540445486518e-05
73.8,4.8847205939820246e-05
73.9,0.00010990621336459555
74.0,1.2211801484955061e-05
74.1,2.4423602969910123e-05
74.2,3.663540445486518e-05
74.3,4.8847205939820246e-05
74.4,3.663540445486518e-05
74.5,2.4423602969910123e-05
74.6,3.663540445486518e-05
74.7,8.548261039468542e-05
74.8,7.327080890973036e-05
74.9,3.663540445486518e-05
75.0,2.4423602969910123e-05
75.1,2.4423602969910123e-05
75.2,3.663540445486518e-05
75.3,2.4423602969910123e-05
75.4,6.10590074247753e-05
75.5,4.8847205939820246e-05
75.6,1.2211801484955061e-05
75.7,4.8847205939820246e-05
75.8,1.2211801484955061e-05
75.9,1.2211801484955061e-05
76.0,4.8847205939820246e-05
76.1,3.663540445486518e-05
76.2,4.8847205939820246e-05
76.3,1.2211801484955061e-05
76.4,3.663540445486518e-05
76.5,8.548261039468542e-05
76.6,2.4423602969910123e-05
76.7,3.663540445486518e-05
76.9,3.663540445486518e-05
77.0,7.327080890973036e-05
77.1,0.00010990621336459555
77.2,2.4423602969910123e-05
77.3,2.4423602969910123e-05
77.4,6.10590074247753e-05
77.5,1.2211801484955061e-05
77.6,3.663540445486518e-05
77.7,4.8847205939820246e-05
77.8,4.8847205939820246e-05
77.9,6.10590074247753e-05
78.0,6.10590074247753e-05
78.1,2.4423602969910123e-05
78.2,3.663540445486518e-05
78.3,6.10590074247753e-05
78.4,6.10590074247753e-05
78.5,9.769441187964049e-05
78.6,9.769441187964049e-05
78.7,9.769441187964049e-05
78.8,1.2211801484955061e-05
78.9,9.769441187964049e-05
79.0,2.4423602969910123e-05
79.1,8.548261039468542e-05
79.2,1.2211801484955061e-05
79.3,4.8847205939820246e-05
79.4,4.8847205939820246e-05
79.5,0.00010990621336459555
79.6,8.548261039468542e-05
79.7,4.8847205939820246e-05
79.8,7.327080890973036e-05
79.9,2.4423602969910123e-05
80.0,7.327080890973036e-05
80.1,7.327080890973036e-05
80.2,3.663540445486518e-05
80.3,7.327080890973036e-05
80.4,4.8847205939820246e-05
80.5,6.10590074247753e-05
80.6,6.10590074247753e-05
80.7,3.663540445486518e-05
80.8,6.10590074247753e-05
80.9,7.327080890973036e-05
81.0,7.327080890973036e-05
81.1,8.548261039468542e-05
81.2,3.663540445486518e-05
81.3,3.663540445486518e-05
81.4,3.663540445486518e-05
81.5,7.327080890973036e-05
81.6,3.663540445486518e-05
81.7,6.10590074247753e-05
81.8,8.548261039468542e-05
81.9,8.548261039468542e-05
82.0,3.663540445486518e-05
82.1,7.327080890973036e-05
82.2,7.327080890973036e-05
82.3,9.769441187964049e-05
82.4,6.10590074247753e-05
82.5,3.663540445486518e-05
82.6,4.8847205939820246e-05
82.7,7.327080890973036e-05
82.8,4.8847205939820246e-05
82.9,6.10590074247753e-05
83.0,8.548261039468542e-05
83.1,9.769441187964049e-05
83.2,3.663540445486518e-05
83.3,7.327080890973036e-05
83.4,8.548261039468542e-05
83.5,2.4423602969910123e-05
83.6,8.548261039468542e-05
83.7,3.663540445486518e-05
83.8,0.0001221180148495506
83.9,7.327080890973036e-05
84.0,3.663540445486518e-05
84.1,0.00013432981633450567
84.2,0.00010990621336459555
84.3,2.4423602969910123e-05
84.4,8.548261039468542e-05
84.5,7.327080890973036e-05
84.6,6.10590074247753e-05
84.7,4.8847205939820246e-05
84.8,0.00013432981633450567
84.9,4.8847205939820246e-05
85.0,7.327080890973036e-05
85.1,0.00014654161781946072
85.2,0.00013432981633450567
85.3,1.2211801484955061e-05
85.4,2.4423602969910123e-05
85.5,4.8847205939820246e-05
85.6,4.8847205939820246e-05
85.7,3.663540445486518e-05
85.8,3.663540445486518e-05
85.9,4.8847205939820246e-05
86.0,8.548261039468542e-05
86.1,8.548261039468542e-05
86.2,3.663540445486518e-05
86.3,8.548261039468542e-05
86.4,3.663540445486518e-05
86.5,4.8847205939820246e-05
86.6,2.4423602969910123e-05
86.7,7.327080890973036e-05
86.8,3.663540445486518e-05
86.9,4.8847205939820246e-05
87.0,6.10590074247753e-05
87.1,1.2211801484955061e-05
87.2,0.0001221180148495506
87.3,6.10590074247753e-05
87.4,4.8847205939820246e-05
87.5,6.10590074247753e-05
87.6,7.327080890973036e-05
87.7,3.663540445486518e-05
87.8,2.4423602969910123e-05
87.9,9.769441187964049e-05
88.0,4.8847205939820246e-05
88.1,2.4423602969910123e-05
88.2,4.8847205939820246e-05
88.3,3.663540445486518e-05
88.4,2.4423602969910123e-05
88.5,4.8847205939820246e-05
88.6,2.4423602969910123e-05
88.7,8.548261039468542e-05
88.8,8.548261039468542e-05
88.9,7.327080890973036e-05
89.0,7.327080890973036e-05
89.1,7.327080890973036e-05
89.2,8.548261039468542e-05
89.3,4.8847205939820246e-05
89.4,8.548261039468542e-05
89.5,0.00010990621336459555
89.6,3.663540445486518e-05
89.7,3.663540445486518e-05
89.8,3.663540445486518e-05
89.9,7.327080890973036e-05
90.0,3.663540445486518e-05
90.1,4.8847205939820246e-05
90.2,3.663540445486518e-05
90.3,3.663540445486518e-05
90.4,4.8847205939820246e-05
90.5,6.10590074247753e-05
90.6,1.2211801484955061e-05
90.8,3.663540445486518e-05
90.9,3.663540445486518e-05
91.0,2.4423602969910123e-05
91.1,2.4423602969910123e-05
91.2,2.4423602969910123e-05
91.3,1.2211801484955061e-05
91.4,2.4423602969910123e-05
91.5,2.4423602969910123e-05
91.6,2.4423602969910123e-05
91.7,3.663540445486518e-05
91.8,3.663540445486518e-05
91.9,3.663540445486518e-05
92.0,4.8847205939820246e-05
92.2,1.2211801484955061e-05
92.3,4.8847205939820246e-05
92.4,3.663540445486518e-05
92.5,2.4423602969910123e-05
92.7,2.4423602969910123e-05
92.8,1.2211801484955061e-05
92.9,1.2211801484955061e-05
93.0,2.4423602969910123e-05
93.1,2.4423602969910123e-05
93.2,1.2211801484955061e-05
93.3,3.663540445486518e-05
93.5,1.2211801484955061e-05
93.6,1.2211801484955061e-05
93.8,3.663540445486518e-05
93.9,1.2211801484955061e-05
94.2,2.4423602969910123e-05
94.4,2.4423602969910123e-05
94.6,1.2211801484955061e-05
94.8,1.2211801484955061e-05
95.1,1.2211801484955061e-05
95.5,1.2211801484955061e-05
95.7,1.2211801484955061e-05
95.8,1.2211801484955061e-05
96.0,2.4423602969910123e-05
96.2,3.663540445486518e-05
96.5,1.2211801484955061e-05
96.6,1.2211801484955061e-05
96.7,3.663540445486518e-05
96.9,1.2211801484955061e-05
99.4,1.2211801484955061e-05
99.5,2.4423602969910123e-05
101.1,1.2211801484955061e-05
104.7,1.2211801484955061e-05
124.0,1.2211801484955061e-05
125.5,1.2211801484955061e-05
126.3,1.2211801484955061e-05
126.4,2.4423602969910123e-05
126.8,1.2211801484955061e-05
128.6,1.2211801484955061e-05
128.8,1.2211801484955061e-05
129.0,1.2211801484955061e-05
129.4,2.4423602969910123e-05
129.8,1.2211801484955061e-05
129.9,1.2211801484955061e-05
130.2,2.4423602969910123e-05
130.3,1.2211801484955061e-05
130.8,1.2211801484955061e-05
130.9,1.2211801484955061e-05
131.1,2.4423602969910123e-05
131.3,1.2211801484955061e-05
131.5,3.663540445486518e-05
131.7,1.2211801484955061e-05
131.8,4.8847205939820246e-05
132.1,1.2211801484955061e-05
132.2,2.4423602969910123e-05
132.3,1.2211801484955061e-05
132.4,1.2211801484955061e-05
132.5,2.4423602969910123e-05
132.6,2.4423602969910123e-05
132.7,3.663540445486518e-05
132.8,1.2211801484955061e-05
132.9,1.2211801484955061e-05
133.0,2.4423602969910123e-05
133.1,3.663540445486518e-05
133.4,2.4423602969910123e-05
133.5,1.2211801484955061e-05
133.6,4.8847205939820246e-05
133.7,1.2211801484955061e-05
133.8,6.10590074247753e-05
133.9,1.2211801484955061e-05
134.0,1.2211801484955061e-05
134.1,2.4423602969910123e-05
134.2,3.663540445486518e-05
134.3,2.4423602969910123e-05
134.4,6.10590074247753e-05
134.5,3.663540445486518e-05
134.6,2.4423602969910123e-05
134.7,3.663540445486518e-05
135.0,3.663540445486518e-05
135.1,3.663540445486518e-05
135.2,1.2211801484955061e-05
135.4,4.8847205939820246e-05
135.6,1.2211801484955061e-05
135.7,1.2211801484955061e-05
135.8,2.4423602969910123e-05
135.9,1.2211801484955061e-05
136.1,2.4423602969910123e-05
136.2,1.2211801484955061e-05
136.3,1.2211801484955061e-05
136.4,1.2211801484955061e-05
136.5,2.4423602969910123e-05
136.6,2.4423602969910123e-05
136.8,2.4423602969910123e-05
136.9,2.4423602969910123e-05
137.0,1.2211801484955061e-05
137.1,4.8847205939820246e-05
137.3,6.10590074247753e-05
137.4,3.663540445486518e-05
137.5,2.4423602969910123e-05
137.6,6.10590074247753e-05
137.7,4.8847205939820246e-05
137.8,3.663540445486518e-05
137.9,4.8847205939820246e-05
138.0,3.663540445486518e-05
138.1,3.663540445486518e-05
138.2,2.4423602969910123e-05
138.3,3.663540445486518e-05
138.4,4.8847205939820246e-05
138.5,3.663540445486518e-05
138.6,2.4423602969910123e-05
138.7,3.663540445486518e-05
138.8,3.663540445486518e-05
138.9,4.8847205939820246e-05
139.1,2.4423602969910123e-05
139.2,2.4423602969910123e-05
139.3,0.00010990621336459555
139.4,3.663540445486518e-05
139.6,6.10590074247753e-05
139.7,6.10590074247753e-05
139.8,4.8847205939820246e-05
139.9,6.10590074247753e-05
140.1,2.4423602969910123e-05
140.2,2.4423602969910123e-05
140.3,4.8847205939820246e-05
140.5,2.4423602969910123e-05
140.6,1.2211801484955061e-05
140.7,7.327080890973036e-05
140.8,1.2211801484955061e-05
140.9,3.663540445486518e-05
141.0,1.2211801484955061e-05
141.2,3.663540445486518e-05
141.3,1.2211801484955061e-05
141.4,1.2211801484955061e-05
141.5,3.663540445486518e-05
141.6,1.2211801484955061e-05
141.7,4.8847205939820246e-05
141.8,4.8847205939820246e-05
141.9,8.548261039468542e-05
142.0,1.2211801484955061e-05
142.1,2.4423602969910123e-05
142.2,4.8847205939820246e-05
142.3,3.663540445486518e-05
142.4,4.8847205939820246e-05
142.5,2.4423602969910123e-05
142.6,2.4423602969910123e-05
142.7,1.2211801484955061e-05
142.8,4.8847205939820246e-05
142.9,3.663540445486518e-05
143.0,2.4423602969910123e-05
143.2,1.2211801484955061e-05
143.3,3.663540445486518e-05
143.4,1.2211801484955061e-05
143.5,4.8847205939820246e-05
143.6,1.2211801484955061e-05
143.7,2.4423602969910123e-05
143.8,3.663540445486518e-05
143.9,4.8847205939820246e-05
144.0,1.2211801484955061e-05
144.2,4.8847205939820246e-05
144.3,3.663540445486518e-05
144.5,2.4423602969910123e-05
144.7,1.2211801484955061e-05
144.8,1.2211801484955061e-05
145.0,3.663540445486518e-05
145.1,4.8847205939820246e-05
145.2,2.4423602969910123e-05
145.3,1.2211801484955061e-05
145.5,3.663540445486518e-05
145.7,1.2211801484955061e-05
145.8,2.4423602969910123e-05
145.9,2.4423602969910123e-05
146.1,1.2211801484955061e-05
146.2,3.663540445486518e-05
146.4,2.4423602969910123e-05
146.5,2.4423602969910123e-05
146.6,3.663540445486518e-05
146.7,2.4423602969910123e-05
146.8,3.663540445486518e-05
146.9,1.2211801484955061e-05
147.0,1.2211801484955061e-05
147.1,2.4423602969910123e-05
147.2,2.4423602969910123e-05
147.3,2.4423602969910123e-05
147.4,1.2211801484955061e-05
147.7,2.4423602969910123e-05
147.8,1.2211801484955061e-05
147.9,2.4423602969910123e-05
148.0,1.2211801484955061e-05
148.1,1.2211801484955061e-05
148.2,2.4423602969910123e-05
148.4,3.663540445486518e-05
148.5,2.4423602969910123e-05
148.6,1.2211801484955061e-05
148.7,1.2211801484955061e-05
148.8,1.2211801484955061e-05
148.9,2.4423602969910123e-05
149.4,3.663540445486518e-05
